chrY	 0	 2714800	 2715999	 2715399
chrY	 0	 2769000	 2771599	 2770299
chrY	 0	 2861800	 2865999	 2863899
chrY	 0	 2929000	 2933599	 2931299
chrY	 0	 3963400	 3966599	 3964999
chrY	 0	 6838000	 6839799	 6838899
chrY	 0	 7200000	 7205199	 7202599
chrY	 0	 7217600	 7218999	 7218299
chrY	 0	 10593400	 10598799	 10596099
chrY	 0	 10622200	 10623399	 10622799
chrY	 0	 10627400	 10636799	 10632099
chrY	 0	 10639400	 10639999	 10639699
chrY	 0	 10641200	 10642199	 10641699
chrY	 0	 10643400	 10643799	 10643599
chrY	 0	 10645000	 10647199	 10646099
chrY	 0	 10647600	 10647999	 10647799
chrY	 0	 11247000	 11252399	 11249699
chrY	 0	 11654000	 11656599	 11655299
chrY	 0	 11704000	 11707999	 11705999
chrY	 0	 11712400	 11719399	 11715899
chrY	 0	 11754800	 11763599	 11759199
chrY	 0	 11764600	 11768599	 11766599
chrY	 0	 11768800	 11786599	 11777699
chrY	 0	 11787200	 11789799	 11788499
chrY	 0	 11829400	 11830999	 11830199
chrY	 0	 11905800	 11921399	 11913599
chrY	 0	 11923200	 11925599	 11924399
chrY	 0	 11926000	 11928799	 11927399
chrY	 0	 11929400	 11937599	 11933499
chrY	 0	 11938400	 11946599	 11942499
chrY	 0	 11947200	 11950199	 11948699
chrY	 0	 12109600	 12112399	 12110999
chrY	 0	 12117600	 12119399	 12118499
chrY	 0	 12120000	 12121399	 12120699
chrY	 0	 12126800	 12130199	 12128499
chrY	 0	 12132200	 12135799	 12133999
chrY	 0	 12137000	 12138999	 12137999
chrY	 0	 12139800	 12142399	 12141099
chrY	 0	 12144000	 12148199	 12146099
chrY	 0	 12149200	 12153799	 12151499
chrY	 0	 12154200	 12155399	 12154799
chrY	 0	 12163400	 12166199	 12164799
chrY	 0	 12311000	 12313399	 12312199
chrY	 0	 12314000	 12316799	 12315399
chrY	 0	 12317200	 12325999	 12321599
chrY	 0	 12326400	 12329799	 12328099
chrY	 0	 12331600	 12333599	 12332599
chrY	 0	 12334000	 12337599	 12335799
chrY	 0	 12338600	 12344199	 12341399
chrY	 0	 12346800	 12349799	 12348299
chrY	 0	 12350600	 12352999	 12351799
chrY	 0	 12353400	 12357799	 12355599
chrY	 0	 12359800	 12362599	 12361199
chrY	 0	 12363200	 12368199	 12365699
chrY	 0	 12368400	 12372399	 12370399
chrY	 0	 12374400	 12379999	 12377199
chrY	 0	 13042400	 13043999	 13043199
chrY	 0	 13158800	 13160199	 13159499
chrY	 0	 13282200	 13285599	 13283899
chrY	 0	 13525000	 13528199	 13526599
chrY	 0	 13770200	 13771399	 13770799
chrY	 0	 14002200	 14003199	 14002699
chrY	 0	 14044200	 14044999	 14044599
chrY	 0	 14056200	 14057999	 14057099
chrY	 0	 14098200	 14101799	 14099999
chrY	 0	 14323800	 14326599	 14325199
chrY	 0	 14371400	 14373599	 14372499
chrY	 0	 14965400	 14966799	 14966099
chrY	 0	 15145000	 15146799	 15145899
chrY	 0	 16045400	 16046599	 16045999
chrY	 0	 16076800	 16078399	 16077599
chrY	 0	 19613200	 19614599	 19613899
chrY	 0	 19696600	 19699399	 19697999
chrY	 0	 20054600	 20055199	 20054899
chrY	 0	 20123200	 20124799	 20123999
chrY	 0	 20187400	 20189999	 20188699
chrY	 0	 20364200	 20366599	 20365399
chrY	 0	 20490000	 20491399	 20490699
chrY	 0	 21142800	 21148399	 21145599
chrY	 0	 21369200	 21370199	 21369699
chrY	 0	 21467600	 21470399	 21468999
chrY	 0	 21561800	 21562999	 21562399
chrY	 0	 21708600	 21713199	 21710899
chrY	 0	 21745400	 21749799	 21747599
chrY	 0	 21821400	 21828599	 21824999
chrY	 0	 27193600	 27198999	 27196299
chrY	 0	 27207400	 27211799	 27209599
chrY	 0	 27224600	 27227399	 27225999
chrY	 0	 57229000	 57229599	 57229299
chrY	 0	 57236200	 57236999	 57236599
chrY	 0	 57257400	 57257799	 57257599
chrY	 0	 57265200	 57266599	 57265899
chrY	 0	 57271600	 57272599	 57272099
chrY	 0	 57380600	 57407199	 57393899
chrY	 0	 57409400	 57415999	 57412699
chrY	 0	 57422800	 57440999	 57431899
chrX	 1	 2756400	 2758199	 2757299
chrX	 1	 2816000	 2818399	 2817199
chrX	 1	 2825200	 2826999	 2826099
chrX	 1	 2855600	 2857799	 2856699
chrX	 1	 2895800	 2896799	 2896299
chrX	 1	 3069600	 3072199	 3070899
chrX	 1	 3591400	 3592399	 3591899
