chrY	0	2862200	2864399	2863299
chrY	0	7200800	7202599	7201699
chrY	0	10593400	10595599	10594499
chrY	0	10597400	10599399	10598399
chrY	0	10617400	10620599	10618999
chrY	0	10622200	10623799	10622999
chrY	0	10629200	10630399	10629799
chrY	0	10631000	10634199	10632599
chrY	0	10634600	10635799	10635199
chrY	0	10639400	10639999	10639699
chrY	0	10641200	10642199	10641699
chrY	0	10642600	10648799	10645699
chrY	0	11247800	11249999	11248899
chrY	0	11711600	11719199	11715399
chrY	0	11765000	11777199	11771099
chrY	0	11783800	11785199	11784499
chrY	0	11787400	11789599	11788499
chrY	0	11791800	11792999	11792399
chrY	0	11906800	11909599	11908199
chrY	0	11910000	11912199	11911099
chrY	0	11916000	11934199	11925099
chrY	0	11934800	11935399	11935099
chrY	0	11935800	11946799	11941299
chrY	0	11947400	11950199	11948799
chrY	0	12609800	12610599	12610199
chrY	0	13282800	13284799	13283799
chrY	0	13525800	13528399	13527099
chrY	0	14099600	14101799	14100699
chrY	0	16076800	16077999	16077399
chrY	0	20188400	20189799	20189099
chrY	0	21146600	21147599	21147099
chrY	0	27196200	27199399	27197799
chrY	0	27225400	27227199	27226299
chrY	0	57381600	57384199	57382899
chrY	0	57385600	57388999	57387299
chrY	0	57389400	57407199	57398299
chrX	1	3245000	3245999	3245499
chrX	1	7075200	7076799	7075999
chrX	1	7854800	7855999	7855399
chrX	1	8659000	8660599	8659799
chrX	1	9392400	9394799	9393599
chrX	1	9693000	9693999	9693499
chrX	1	9713400	9714999	9714199
chrX	1	9822000	9824799	9823399
chrX	1	9942000	9944799	9943399
chrX	1	10114200	10115799	10114999
chrX	1	11066800	11067999	11067399
chrX	1	11592200	11593799	11592999
chrX	1	11685200	11687799	11686499
chrX	1	12719000	12720399	12719699
chrX	1	12902600	12904399	12903499
chrX	1	13616600	13617999	13617299
chrX	1	13661800	13663399	13662599
chrX	1	13866000	13867599	13866799
chrX	1	13957400	13958399	13957899
chrX	1	14800800	14801999	14801399
chrX	1	15262800	15263999	15263399
chrX	1	15602600	15603999	15603299
chrX	1	15718000	15718999	15718499
chrX	1	15781800	15783799	15782799
chrX	1	16639600	16640799	16640199
chrX	1	16713800	16715199	16714499
chrX	1	16797200	16799999	16798599
chrX	1	17302800	17304999	17303899
chrX	1	17788400	17789799	17789099
chrX	1	18352800	18354199	18353499
chrX	1	18602600	18603799	18603199
chrX	1	18911400	18913199	18912299
chrX	1	19049600	19050999	19050299
chrX	1	19814400	19816999	19815699
chrX	1	20044000	20045799	20044899
chrX	1	20192800	20196799	20194799
chrX	1	21301600	21303799	21302699
chrX	1	21583800	21587199	21585499
chrX	1	21868400	21869599	21868999
chrX	1	23261000	23263599	23262299
chrX	1	23595200	23596199	23595699
chrX	1	23835600	23836599	23836099
chrX	1	23952000	23954199	23953099
chrX	1	23982400	23983599	23982999
chrX	1	24076400	24078599	24077499
chrX	1	24392600	24393599	24393099
chrX	1	24930200	24931799	24930999
chrX	1	24932400	24934199	24933299
chrX	1	24940800	24941999	24941399
chrX	1	30236200	30237799	30236999
chrX	1	30816400	30817999	30817199
chrX	1	30999400	31000199	30999799
chrX	1	37249200	37249799	37249499
chrX	1	38547800	38550799	38549299
chrX	1	39749000	39750999	39749999
chrX	1	39752200	39759599	39755899
chrX	1	39839800	39843799	39841799
chrX	1	39850400	39854199	39852299
chrX	1	39889400	39892199	39890799
chrX	1	39896000	39898399	39897199
chrX	1	39899000	39901199	39900099
chrX	1	39901600	39902999	39902299
chrX	1	39915200	39917399	39916299
chrX	1	39919200	39921599	39920399
chrX	1	40325000	40326399	40325699
chrX	1	40390600	40391999	40391299
chrX	1	40479200	40480399	40479799
chrX	1	40576000	40577199	40576599
chrX	1	40828400	40831399	40829899
chrX	1	41078000	41079599	41078799
chrX	1	41217600	41218999	41218299
chrX	1	41666200	41669199	41667699
chrX	1	43398800	43400799	43399799
chrX	1	44616400	44618799	44617599
chrX	1	46191000	46191999	46191499
chrX	1	46317600	46319799	46318699
chrX	1	46503200	46503999	46503599
chrX	1	46580800	46581999	46581399
chrX	1	46656400	46658599	46657499
chrX	1	46888600	46889799	46889199
chrX	1	46961400	46964399	46962899
chrX	1	47305200	47306399	47305799
chrX	1	47317000	47319799	47318399
chrX	1	47363400	47364399	47363899
chrX	1	47580600	47581399	47580999
chrX	1	48219000	48219999	48219499
chrX	1	48264800	48265999	48265399
chrX	1	48317400	48319799	48318599
chrX	1	48419200	48420999	48420099
chrX	1	48439200	48440999	48440099
chrX	1	48544600	48545999	48545299
chrX	1	48574200	48575799	48574999
chrX	1	48639400	48640999	48640199
chrX	1	48647000	48647599	48647299
chrX	1	48653600	48655199	48654399
chrX	1	48660800	48662799	48661799
chrX	1	48698400	48700999	48699699
chrX	1	48786800	48788599	48787699
chrX	1	48797800	48799199	48798499
chrX	1	48909400	48910999	48910199
chrX	1	48934200	48935399	48934799
chrX	1	48974000	48975399	48974699
chrX	1	49012000	49014399	49013199
chrX	1	49529600	49531399	49530499
chrX	1	49573600	49574999	49574299
chrX	1	50228600	50231399	50229999
chrX	1	51166000	51168199	51167099
chrX	1	51256000	51257199	51256599
chrX	1	53041000	53041999	53041499
chrX	1	53122600	53123799	53123199
chrX	1	53127800	53129199	53128499
chrX	1	53270200	53271799	53270999
chrX	1	53365200	53367399	53366299
chrX	1	53475000	53476199	53475599
chrX	1	53484200	53485799	53484999
chrX	1	53726800	53728199	53727499
chrX	1	54086400	54088199	54087299
chrX	1	54225600	54226799	54226199
chrX	1	54851400	54852999	54852199
chrX	1	55043000	55043799	55043399
chrX	1	55204000	55204799	55204399
chrX	1	55531400	55533399	55532399
chrX	1	56606400	56608999	56607699
chrX	1	58300400	58302199	58301299
chrX	1	58307600	58308999	58308299
chrX	1	58322000	58323999	58322999
chrX	1	62890600	62891999	62891299
chrX	1	63340800	63343399	63342099
chrX	1	64171000	64172799	64171899
chrX	1	64670800	64671799	64671299
chrX	1	64804000	64806199	64805099
chrX	1	67634800	67636799	67635799
chrX	1	67964600	67967599	67966099
chrX	1	68640000	68642799	68641399
chrX	1	69198800	69200199	69199499
chrX	1	69269600	69271599	69270599
chrX	1	69570400	69572399	69571399
chrX	1	70204000	70205599	70204799
chrX	1	70390400	70391999	70391199
chrX	1	70628800	70629999	70629399
chrX	1	70668800	70671199	70669999
chrX	1	70753200	70753999	70753599
chrX	1	70802200	70804799	70803499
chrX	1	71009200	71010399	71009799
chrX	1	71047000	71048599	71047799
chrX	1	71441400	71443999	71442699
chrX	1	72699400	72700199	72699799
chrX	1	73428400	73430199	73429299
chrX	1	73749800	73751399	73750599
chrX	1	74060600	74062199	74061399
chrX	1	74410400	74411199	74410799
chrX	1	76928000	76928599	76928299
chrX	1	77037000	77038199	77037599
chrX	1	77245800	77247599	77246699
chrX	1	79950000	79952399	79951199
chrX	1	85188800	85189799	85189299
chrX	1	95826200	95827399	95826799
chrX	1	99548200	99551999	99550099
chrX	1	99961400	99962599	99961999
chrX	1	100549200	100550399	100549799
chrX	1	102828000	102829799	102828899
chrX	1	102973400	102973999	102973699
chrX	1	103243400	103244399	103243899
chrX	1	103297200	103298399	103297799
chrX	1	103698200	103699999	103699099
chrX	1	106579000	106580199	106579599
chrX	1	106845400	106847199	106846299
chrX	1	106904800	106906199	106905499
chrX	1	106955600	106956999	106956299
chrX	1	107220600	107222199	107221399
chrX	1	107864400	107865799	107865099
chrX	1	108184000	108184599	108184299
chrX	1	108754400	108755599	108754999
chrX	1	108862000	108863599	108862799
chrX	1	109446800	109448799	109447799
chrX	1	117363400	117365399	117364399
chrX	1	117513000	117515399	117514199
chrX	1	117991800	117993599	117992699
chrX	1	118253800	118255399	118254599
chrX	1	118417200	118417799	118417499
chrX	1	118486000	118487399	118486699
chrX	1	118592200	118593399	118592799
chrX	1	118623400	118624799	118624099
chrX	1	118710400	118712399	118711399
chrX	1	118775000	118778399	118776699
chrX	1	118809000	118810199	118809599
