A1BG	1.940251928	3.201378113	3.038534717	2.268989815	3.4920635	3.693209623
A1BG-AS1	2.229981634	2.096847463	1.553128234	2.59424278	1.46130586	1.446323593
A1CF	0	0.005737847	0	0	0	0
A2LD1	0.89296795	0.675120258	1.250451521	2.225204201	1.34866331	1.930436256
A2M	95.55422709	66.90692024	78.0383996	153.5854001	90.50050842	146.246283
A2ML1	0	0.001935264	0.056524569	0.030716642	0.018566602	0.063852248
A4GALT	0.08146875	0.921383333	0.664766155	0.050785579	1.522703199	0.782771484
A4GNT	1.89782663	0.670698016	0.951724641	0.834971865	0.638101384	1.83594166
AA06	0	0	0	0	0	0
AAA1	0	0	0	0	0	0
AAAS	9.207402121	9.690033483	9.970739287	15.81506074	16.44727095	16.50450187
AACS	2.453531806	3.288789187	2.152963268	4.343702726	4.194860401	3.231892114
AACSP1	0	0.081213447	0.040782417	0	0.010525182	0.016660953
AADAC	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0
AADAT	0	0	0	0	0	0
AAGAB	8.878083631	10.50257011	11.08185032	12.96640489	12.57934396	9.250251629
AAK1	4.360121278	4.4744107	3.575547138	2.922722436	3.945769504	3.64960055
AAMP	40.90808751	38.6458166	42.06819904	38.86622284	33.81511202	39.8483583
AANAT	1.828273703	1.127282532	1.633288493	0.07621505	0.03480864	0
AARS	100.933882	69.50153483	36.99146257	28.16143002	22.66903817	30.22873225
AARS2	2.931880084	3.171149322	3.342567757	3.441528321	3.249989499	3.186859391
AARSD1	1.736422714	1.736871928	3.149541919	2.689586537	2.397717706	3.70312363
AASDH	5.214589264	4.53737272	2.964194418	3.967641348	4.444642481	3.890440273
AASDHPPT	14.46994268	11.27943826	14.49998092	13.20386739	11.41659121	13.51560227
AASS	0.099645477	0.339293748	0.249217468	0.123061886	0.060300689	0.114929506
AATF	24.59909285	33.12575601	36.12241073	21.98437227	25.95521384	27.09711308
AATK	0.7617108	0.895264902	0.403220717	2.505942122	3.794998913	0.875917468
ABAT	2.381450814	2.847631755	3.619328202	9.154838339	4.281004629	9.135866501
ABCA1	62.63740039	38.56848987	38.80526599	19.95237609	30.09368364	22.14425156
ABCA10	0.114090542	0.062697985	0.118211207	0.194213258	0.168958254	0.08497143
ABCA11P	0.973591983	1.084738827	1.1461288	1.198527778	1.196996629	1.327720873
ABCA12	0	0	0	0	0	0
ABCA13	0	0.001587478	0.00951973	0.002251818	0	0
ABCA17P	0.010108252	0	0.009739117	0.002288051	0	0.012943368
ABCA2	4.174377876	6.517395475	3.655630157	9.098108904	8.019690619	8.307679254
ABCA3	0.358806263	0.744144579	0.653073958	1.837280289	1.559072932	1.52091581
ABCA4	0	0	0	0	0	0
ABCA5	2.320014767	2.388752011	1.879508353	2.350245596	3.400217714	2.539879025
ABCA6	13.45728159	10.13489881	2.739921778	87.12167384	93.30276261	28.39188308
ABCA7	4.717081986	5.033608815	2.027401148	11.61919397	8.699683547	4.833982585
ABCA8	0.011222036	0.008775233	0	0.182247502	0.08398408	0.012721406
ABCA9	1.212201979	0.827950982	0.265970474	1.991624414	1.910413252	1.18781322
ABCB1	0.315538356	0.084128573	0.268701185	0.135070283	0.13321857	0.033616445
ABCB10	3.900228495	4.266474661	5.325385318	7.470701467	6.741934809	6.117937451
ABCB11	0.059563537	0	0	0.012715443	0	0.011430641
ABCB4	0.836673842	0.760730507	0.920932824	0.857725725	1.102138116	1.523260534
ABCB5	0	0.003533961	0	0.003929728	0	0
ABCB6	2.163705911	2.290651132	1.713944808	2.039329756	2.626740569	3.981246223
ABCB7	7.293861037	9.540407157	9.906644067	9.184288403	13.10152963	12.46932077
ABCB8	2.778572108	1.833009199	2.427634968	4.498494397	2.752072885	2.563017209
ABCB9	0.9983461	0.623107994	1.036607947	1.059252117	1.347570347	1.568539647
ABCC1	27.45138722	16.59693489	14.57433013	28.89415553	20.44744295	20.84742537
ABCC10	3.654331667	3.001784449	3.15247609	8.210862586	4.306716901	4.053209882
ABCC11	0.018581379	0.053731762	0.11614207	0	0	0
ABCC12	0	0	0	0	0	0
ABCC13	0	0	0	0	0.040359458	0
ABCC2	0.333411148	0.231176582	0.510384466	0.176801089	0.151859644	0.550027422
ABCC3	54.64781869	14.49998574	21.9674767	32.22955863	17.78795442	52.59094065
ABCC4	0.586823569	0.648092114	0.52208426	7.656471462	7.660120514	4.275311595
ABCC5	2.44926473	2.92505232	1.519143355	15.19515349	9.258612641	3.917335644
ABCC6	0.759747633	0.781798636	0.18867674	0.137105741	0.378568936	0.250538078
ABCC6P1	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0
ABCC9	0	0.003225441	0	0	0	0
ABCD1	17.01189517	15.79268576	15.64116876	15.49213253	15.9850528	11.19439275
ABCD2	0.053180126	0.0358102	0.007639038	0.226786009	0.011052613	0.010216874
ABCD3	5.842251674	4.852995458	5.982610104	8.555419464	7.944616782	7.27497633
ABCD4	7.075380046	6.774648306	6.42677492	10.44628272	11.54444496	10.66708617
ABCE1	8.380432151	8.118308172	19.7719396	14.78670921	9.535668548	13.39258875
ABCF1	18.02352076	18.39173879	21.60859414	26.12007478	19.52124532	19.48081778
ABCF2	3.841181955	3.19835322	4.486295128	11.59387599	8.16024814	8.013992369
ABCF3	12.28600154	13.82601738	15.85871113	23.36895803	20.62134741	20.02839156
ABCG1	77.58365442	58.1654259	31.37548537	23.57448096	24.9912273	28.01731743
ABCG2	0.211859269	0.098664864	0.129055191	0.914639255	2.540884452	2.415040226
ABCG4	0	0	0	0.054627816	0.044975609	0.088049589
ABCG5	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0
ABHD1	0.040867818	0.060962119	0.034289939	0.034319649	0.026865312	0.100056863
ABHD10	13.38575373	7.76807972	6.530699874	12.92637345	8.904995049	12.28774877
