WASH7P	0.77907	0.69671	1.45614
OR4F5	0.00000	0.00000	0.00000
LOC100133331	0.14843	0.18884	0.28304
LOC100288069	8.33280	6.30266	6.07146
NCRNA00115	0.88111	0.44975	1.16244
LOC643837	0.96002	0.90832	0.62676
FAM41C	0.00000	0.00000	0.00000
FLJ39609	0.00000	0.00000	0.00000
SAMD11	0.00000	0.00754	0.03515
NOC2L	16.98090	16.64352	18.99273
KLHL17	2.62397	3.34892	4.58443
PLEKHN1	0.40105	0.33250	0.49635
C1orf170	0.05187	0.04188	0.17087
HES4	0.30893	0.52831	0.78842
ISG15	13.41690	23.73706	32.79980
AGRN	0.67110	0.81185	1.40826
C1orf159	2.12231	2.79178	4.16095
MIR200B	0.00000	0.00000	0.00000
MIR200A	0.00000	0.06353	0.00000
MIR429	0.00000	0.00000	0.00000
TTLL10	0.00000	0.00000	0.00000
TNFRSF18	0.03305	0.00000	0.00000
TNFRSF4	0.06377	0.02089	0.09291
SDF4	32.05582	35.45494	47.48097
B3GALT6	4.03901	4.65824	6.46675
FAM132A	0.09744	0.11313	0.34360
UBE2J2	13.82719	13.65481	20.06381
SCNN1D	0.90264	0.73018	1.15311
ACAP3	11.06420	10.65778	18.41570
PUSL1	4.15382	5.31749	8.33815
CPSF3L	22.52205	24.95659	32.62080
GLTPD1	3.25907	3.23796	7.19522
TAS1R3	0.10509	0.10456	0.41575
DVL1	6.55858	6.40727	12.10593
MXRA8	1.38192	1.01923	1.21831
AURKAIP1	19.47727	23.04086	33.12021
CCNL2	29.39560	29.73661	30.11667
LOC148413	5.26022	5.56229	7.07452
MRPL20	51.83374	56.19617	49.92719
LOC441869	0.01936	0.00000	0.01580
TMEM88B	0.00000	0.00000	0.00000
VWA1	0.00847	0.00000	0.00000
ATAD3C	0.02051	0.04193	0.02820
ATAD3B	3.92743	3.60388	5.68415
ATAD3A	2.67506	3.40221	3.69829
C1orf70	0.00000	0.03924	0.05438
SSU72	52.09124	40.88218	53.41051
MIB2	3.91600	5.11918	9.78338
MMP23B	0.00000	0.13694	0.00000
MMP23A	0.00000	0.00000	0.00000
CDK11B	10.11223	12.72270	11.17986
SLC35E2B	7.23303	7.55657	8.30732
CDK11A	2.90195	7.33583	3.71461
SLC35E2	1.44317	3.96289	3.51095
NADK	56.75829	67.04928	61.79056
GNB1	151.98283	147.55421	124.09679
CALML6	0.00000	0.06474	0.00000
TMEM52	0.00000	0.00000	0.00000
KIAA1751	0.00000	0.00000	0.00000
GABRD	0.00000	0.00000	0.00000
PRKCZ	0.90902	0.92370	0.75472
C1orf86	2.32565	2.84600	6.40752
LOC100128003	0.76809	0.99332	1.05282
SKI	6.72344	6.81002	12.75815
MORN1	0.47787	0.66256	0.57497
LOC100129534	0.25638	0.23526	0.37808
RER1	31.72744	33.40972	30.08114
PEX10	2.37733	3.63259	3.62015
PLCH2	0.13313	0.07923	0.08678
PANK4	7.32919	7.97115	10.34772
HES5	0.00000	0.00000	0.00000
LOC115110	0.85050	0.69417	1.26586
TNFRSF14	48.82141	60.15622	77.84708
C1orf93	4.29627	3.00806	3.51666
MMEL1	0.20083	0.08558	0.17418
ACTRT2	0.00000	0.00000	0.00000
FLJ42875	0.00000	0.00000	0.00000
PRDM16	0.00000	0.00000	0.00000
MIR4251	0.00000	0.00000	0.00000
ARHGEF16	0.00000	0.00000	0.00000
MEGF6	1.44484	1.89423	2.63212
MIR551A	0.00000	0.00000	0.00000
TPRG1L	10.35423	11.57471	14.07153
WDR8	12.75811	13.14964	16.64800
TP73	0.00000	0.00000	0.10394
KIAA0495	3.30295	3.74278	4.17842
CCDC27	0.00000	0.00000	0.00221
LOC388588	0.49437	0.25411	0.40567
LRRC47	12.28928	14.14646	16.77632
KIAA0562	5.17304	5.97760	6.00004
DFFB	2.60322	2.40398	3.21405
C1orf174	12.34156	13.57712	9.29972
LOC100133612	0.06147	0.11394	0.19024
LOC284661	0.00000	0.00000	0.00000
AJAP1	0.00000	0.00000	0.00000
NPHP4	2.76139	3.52772	4.17010
KCNAB2	40.63009	40.59095	52.24438
CHD5	0.02011	0.02335	0.02599
RPL22	107.26249	85.40285	78.65857
RNF207	0.14526	0.32489	0.03617
ICMT	7.22536	7.37226	6.39842
HES3	0.00000	0.00000	0.00000
GPR153	0.16145	0.22672	0.11744
ACOT7	0.41359	0.62407	0.77614
HES2	0.00000	0.00000	0.00000
ESPN	0.00000	0.00000	0.00000
MIR4252	0.00000	0.00000	0.00000
TNFRSF25	0.93770	0.32016	0.15629
PLEKHG5	0.03343	0.00000	0.01718
NOL9	2.42751	2.52531	2.51326
TAS1R1	0.15235	0.02523	0.26808
ZBTB48	10.89819	13.64406	16.80063
KLHL21	6.16434	6.86495	9.37974
PHF13	1.32080	1.03693	1.33809
THAP3	2.95934	3.95974	4.50882
DNAJC11	12.63159	14.27852	11.06120
CAMTA1	1.52012	1.39954	1.19305
VAMP3	69.72475	66.00981	56.04092
PER3	1.64603	1.20137	1.19842
UTS2	0.08571	0.17916	6.88975
TNFRSF9	0.95143	0.89468	0.54779
PARK7	113.36298	104.70629	89.35534
ERRFI1	0.28371	0.35180	0.48287
SLC45A1	0.02833	0.03159	0.09893
RERE	10.57658	11.54912	13.45746
ENO1	437.52981	404.41681	401.46945
CA6	0.05255	0.00000	0.02015
SLC2A7	0.00000	0.00000	0.02062
SLC2A5	0.84488	0.37913	0.34651
GPR157	0.34006	0.20314	0.74966
MIR34A	0.00000	0.00000	0.00000
H6PD	8.67333	10.67548	10.15188
SPSB1	0.13839	0.15487	0.18403
SLC25A33	2.91329	1.43816	1.85110
TMEM201	0.95683	1.04246	1.05842
PIK3CD	38.82024	37.52434	45.63056
C1orf200	0.25718	0.45225	0.74369
CLSTN1	13.89068	15.97239	15.18318
CTNNBIP1	10.73989	10.40769	11.20006
LZIC	16.87224	14.75275	10.51974
NMNAT1	3.98124	3.97281	3.61856
RBP7	89.67532	89.43048	65.78661
UBE4B	9.83337	10.32139	9.97579
KIF1B	2.74834	3.48584	2.83456
PGD	195.74528	197.25346	220.15220
APITD1	0.60830	0.41610	0.44301
CORT	0.12707	0.18427	0.14913
DFFA	3.88086	3.73377	3.54544
PEX14	2.67784	2.68298	5.16229
CASZ1	0.35688	0.48082	0.73082
C1orf127	0.82341	0.90010	1.13858
TARDBP	34.22586	27.85623	20.09164
MASP2	1.55970	2.77171	2.10248
SRM	13.67636	12.62730	16.27628
EXOSC10	23.54335	23.07462	21.46389
MTOR	9.30888	8.88428	7.01255
ANGPTL7	0.01312	0.00000	0.00824
UBIAD1	3.57837	4.21349	3.59046
PTCHD2	0.00761	0.01067	0.00599
FBXO2	0.05969	0.02868	0.02014
FBXO44	2.17288	2.45729	2.47073
FBXO6	7.56373	8.16533	12.50425
MAD2L2	12.82470	12.95864	14.64754
C1orf187	0.13188	0.14372	0.23205
AGTRAP	86.16689	107.98050	139.95589
MTHFR	8.90028	8.91540	14.21863
CLCN6	8.55063	6.91147	8.69388
NPPA	2.37598	1.06672	2.95699
NPPB	0.05683	0.00000	0.08657
KIAA2013	20.69355	22.32501	28.60043
PLOD1	23.93177	29.21922	35.49054
MFN2	24.23521	23.98150	21.61317
MIIP	19.35481	22.16272	33.97772
TNFRSF8	5.50853	6.66477	6.34711
TNFRSF1B	214.81603	234.44622	213.34406
VPS13D	6.23695	5.53810	5.15447
DHRS3	0.16110	0.10194	0.05316
AADACL4	0.00000	0.00000	0.00000
AADACL3	0.00000	0.00000	0.00000
C1orf158	0.00000	0.00000	0.00000
PRAMEF12	0.00000	0.00000	0.00000
PRAMEF1	0.00000	0.00000	0.00000
PRAMEF11	0.00000	0.00000	0.00000
LOC649330	0.00000	0.00000	0.00000
HNRNPCL1	0.00000	0.00000	0.00000
PRAMEF2	0.00000	0.00000	0.00000
PRAMEF4	0.00000	0.00000	0.00000
PRAMEF10	0.00000	0.00000	0.00000
PRAMEF8	0.00000	0.00000	0.00000
PRAMEF6	0.00000	0.00000	0.00000
PRAMEF22	0.00000	0.00000	0.00000
PRAMEF5	0.00000	0.00000	0.00000
LOC440563	0.00000	0.00000	0.00000
PRAMEF3	0.00000	0.00000	0.00000
PRAMEF9	0.00000	0.00000	0.00000
PRAMEF13	0.00000	0.00000	0.00000
PRAMEF16	0.00000	0.00000	0.00000
PRAMEF20	0.00000	0.00000	0.00000
PRAMEF21	0.00000	0.00000	0.00000
PRAMEF14	0.00000	0.00000	0.00000
PRAMEF17	0.00000	0.00000	0.00000
LRRC38	0.00000	0.00000	0.00000
PDPN	0.00000	0.00000	0.00000
PRDM2	8.01517	8.65537	7.84973
KAZ	0.00000	0.00641	0.00539
C1orf126	0.01052	0.03993	0.00277
TMEM51	0.79172	1.30137	1.48035
FHAD1	0.08350	0.07017	0.08615
EFHD2	159.04179	173.11803	215.61306
CTRC	0.10832	0.12741	0.77338
CELA2A	0.00000	0.00000	0.00888
CELA2B	0.16008	0.20090	0.11235
CASP9	4.70621	6.93922	7.43736
DNAJC16	3.27163	2.83974	2.91507
AGMAT	0.12328	0.04686	0.02927
DDI2	4.35124	5.00253	4.49229
RSC1A1	9.90565	10.94537	7.06385
PLEKHM2	22.85527	22.38573	28.71761
SLC25A34	0.71547	0.79672	1.24883
TMEM82	0.00000	0.00000	0.00000
FBLIM1	0.00592	0.00000	0.00000
UQCRHL	0.53526	0.31740	0.69412
FLJ37453	2.07876	1.80790	3.05723
SPEN	18.07564	16.78174	16.07460
ZBTB17	7.39897	9.08824	11.05487
C1orf64	0.00000	0.00000	0.00000
HSPB7	0.00000	0.00000	0.01103
CLCNKA	0.00774	0.00000	0.01251
CLCNKB	0.00000	0.00000	0.00000
FAM131C	0.00000	0.00000	0.00000
EPHA2	0.00470	0.01861	0.00780
ARHGEF19	1.22716	1.68918	1.56861
C1orf89	0.37962	0.86983	0.82130
FBXO42	8.64945	8.39062	8.88011
C1orf144	27.18362	29.86043	29.25097
SPATA21	0.00551	0.00000	0.01082
NECAP2	53.79809	50.06501	57.07192
CROCCP3	0.76431	1.04649	0.98830
MIR3675	0.00000	0.00000	0.00000
NBPF1	2.24774	2.12933	1.34783
CROCCP2	14.85728	14.01542	11.62770
MST1P2	0.30930	0.16101	0.43528
ESPNP	0.00000	0.00000	0.00000
MST1P9	0.01227	0.06434	0.09622
CROCC	2.60296	3.40386	4.70315
MFAP2	0.00000	0.00000	0.00151
ATP13A2	7.21186	7.05259	9.64795
SDHB	60.25976	55.59904	52.04388
PADI2	21.56308	14.28982	24.44154
PADI1	0.00000	0.00000	0.00000
PADI3	0.00000	0.00000	0.00000
PADI4	57.65873	64.58827	80.02831
PADI6	0.00000	0.01624	0.49120
RCC2	27.00042	27.00990	25.81415
ARHGEF10L	15.40659	16.12356	22.53130
ACTL8	0.00000	0.02048	0.00000
IGSF21	0.00000	0.00000	0.00000
KLHDC7A	0.00000	0.00000	0.00000
PAX7	0.00000	0.00000	0.00000
TAS1R2	0.00000	0.00000	0.01272
ALDH4A1	1.77151	1.62001	2.21980
IFFO2	2.61844	2.21659	3.36591
UBR4	15.01999	14.57904	13.55415
KIAA0090	10.25820	10.50030	8.48725
MRTO4	5.67202	4.45949	4.01058
AKR7L	0.11733	0.10180	0.21721
AKR7A3	0.10452	0.27504	0.23053
AKR7A2	15.49563	16.39290	16.30426
PQLC2	3.78285	4.83691	6.27491
CAPZB	157.43847	159.08785	142.66806
C1orf151	7.85356	7.08198	7.23932
NBL1	0.03618	0.00000	0.00000
